Id,SalePrice
1461.0,inf
1462.0,inf
1463.0,inf
1464.0,inf
1465.0,inf
1466.0,inf
1467.0,inf
1468.0,inf
1469.0,inf
1470.0,inf
1471.0,inf
1472.0,inf
1473.0,inf
1474.0,inf
1475.0,inf
1476.0,inf
1477.0,inf
1478.0,inf
1479.0,inf
1480.0,inf
1481.0,inf
1482.0,inf
1483.0,inf
1484.0,inf
1485.0,inf
1486.0,inf
1487.0,inf
1488.0,inf
1489.0,inf
1490.0,inf
1491.0,inf
1492.0,inf
1493.0,inf
1494.0,inf
1495.0,inf
1496.0,inf
1497.0,inf
1498.0,inf
1499.0,inf
1500.0,inf
1501.0,inf
1502.0,inf
1503.0,inf
1504.0,inf
1505.0,inf
1506.0,inf
1507.0,inf
1508.0,inf
1509.0,inf
1510.0,inf
1511.0,inf
1512.0,inf
1513.0,inf
1514.0,inf
1515.0,inf
1516.0,inf
1517.0,inf
1518.0,inf
1519.0,inf
1520.0,inf
1521.0,inf
1522.0,inf
1523.0,inf
1524.0,inf
1525.0,inf
1526.0,inf
1527.0,inf
1528.0,inf
1529.0,inf
1530.0,inf
1531.0,inf
1532.0,inf
1533.0,inf
1534.0,inf
1535.0,inf
1536.0,inf
1537.0,inf
1538.0,inf
1539.0,inf
1540.0,inf
1541.0,inf
1542.0,inf
1543.0,inf
1544.0,inf
1545.0,inf
1546.0,inf
1547.0,inf
1548.0,inf
1549.0,inf
1550.0,inf
1551.0,inf
1552.0,inf
1553.0,inf
1554.0,inf
1555.0,inf
1556.0,inf
1557.0,inf
1558.0,inf
1559.0,inf
1560.0,inf
1561.0,inf
1562.0,inf
1563.0,inf
1564.0,inf
1565.0,inf
1566.0,inf
1567.0,inf
1568.0,inf
1569.0,inf
1570.0,inf
1571.0,inf
1572.0,inf
1573.0,inf
1574.0,inf
1575.0,inf
1576.0,inf
1577.0,inf
1578.0,inf
1579.0,inf
1580.0,inf
1581.0,inf
1582.0,inf
1583.0,inf
1584.0,inf
1585.0,inf
1586.0,inf
1587.0,inf
1588.0,inf
1589.0,inf
1590.0,inf
1591.0,inf
1592.0,inf
1593.0,inf
1594.0,inf
1595.0,inf
1596.0,inf
1597.0,inf
1598.0,inf
1599.0,inf
1600.0,inf
1601.0,inf
1602.0,inf
1603.0,inf
1604.0,inf
1605.0,inf
1606.0,inf
1607.0,inf
1608.0,inf
1609.0,inf
1610.0,inf
1611.0,inf
1612.0,inf
1613.0,inf
1614.0,inf
1615.0,inf
1616.0,inf
1617.0,inf
1618.0,inf
1619.0,inf
1620.0,inf
1621.0,inf
1622.0,inf
1623.0,inf
1624.0,inf
1625.0,inf
1626.0,inf
1627.0,inf
1628.0,inf
1629.0,inf
1630.0,inf
1631.0,inf
1632.0,inf
1633.0,inf
1634.0,inf
1635.0,inf
1636.0,inf
1637.0,inf
1638.0,inf
1639.0,inf
1640.0,inf
1641.0,inf
1642.0,inf
1643.0,inf
1644.0,inf
1645.0,inf
1646.0,inf
1647.0,inf
1648.0,inf
1649.0,inf
1650.0,inf
1651.0,inf
1652.0,inf
1653.0,inf
1654.0,inf
1655.0,inf
1656.0,inf
1657.0,inf
1658.0,inf
1659.0,inf
1660.0,inf
1661.0,inf
1662.0,inf
1663.0,inf
1664.0,inf
1665.0,inf
1666.0,inf
1667.0,inf
1668.0,inf
1669.0,inf
1670.0,inf
1671.0,inf
1672.0,inf
1673.0,inf
1674.0,inf
1675.0,inf
1676.0,inf
1677.0,inf
1678.0,inf
1679.0,inf
1680.0,inf
1681.0,inf
1682.0,inf
1683.0,inf
1684.0,inf
1685.0,inf
1686.0,inf
1687.0,inf
1688.0,inf
1689.0,inf
1690.0,inf
1691.0,inf
1692.0,inf
1693.0,inf
1694.0,inf
1695.0,inf
1696.0,inf
1697.0,inf
1698.0,inf
1699.0,inf
1700.0,inf
1701.0,inf
1702.0,inf
1703.0,inf
1704.0,inf
1705.0,inf
1706.0,inf
1707.0,inf
1708.0,inf
1709.0,inf
1710.0,inf
1711.0,inf
1712.0,inf
1713.0,inf
1714.0,inf
1715.0,inf
1716.0,inf
1717.0,inf
1718.0,inf
1719.0,inf
1720.0,inf
1721.0,inf
1722.0,inf
1723.0,inf
1724.0,inf
1725.0,inf
1726.0,inf
1727.0,inf
1728.0,inf
1729.0,inf
1730.0,inf
1731.0,inf
1732.0,inf
1733.0,inf
1734.0,inf
1735.0,inf
1736.0,inf
1737.0,inf
1738.0,inf
1739.0,inf
1740.0,inf
1741.0,inf
1742.0,inf
1743.0,inf
1744.0,inf
1745.0,inf
1746.0,inf
1747.0,inf
1748.0,inf
1749.0,inf
1750.0,inf
1751.0,inf
1752.0,inf
1753.0,inf
1754.0,inf
1755.0,inf
1756.0,inf
1757.0,inf
1758.0,inf
1759.0,inf
1760.0,inf
1761.0,inf
1762.0,inf
1763.0,inf
1764.0,inf
1765.0,inf
1766.0,inf
1767.0,inf
1768.0,inf
1769.0,inf
1770.0,inf
1771.0,inf
1772.0,inf
1773.0,inf
1774.0,inf
1775.0,inf
1776.0,inf
1777.0,inf
1778.0,inf
1779.0,inf
1780.0,inf
1781.0,inf
1782.0,inf
1783.0,inf
1784.0,inf
1785.0,inf
1786.0,inf
1787.0,inf
1788.0,inf
1789.0,inf
1790.0,inf
1791.0,inf
1792.0,inf
1793.0,inf
1794.0,inf
1795.0,inf
1796.0,inf
1797.0,inf
1798.0,inf
1799.0,inf
1800.0,inf
1801.0,inf
1802.0,inf
1803.0,inf
1804.0,inf
1805.0,inf
1806.0,inf
1807.0,inf
1808.0,inf
1809.0,inf
1810.0,inf
1811.0,inf
1812.0,inf
1813.0,inf
1814.0,inf
1815.0,inf
1816.0,inf
1817.0,inf
1818.0,inf
1819.0,inf
1820.0,inf
1821.0,inf
1822.0,inf
1823.0,inf
1824.0,inf
1825.0,inf
1826.0,inf
1827.0,inf
1828.0,inf
1829.0,inf
1830.0,inf
1831.0,inf
1832.0,inf
1833.0,inf
1834.0,inf
1835.0,inf
1836.0,inf
1837.0,inf
1838.0,inf
1839.0,inf
1840.0,inf
1841.0,inf
1842.0,inf
1843.0,inf
1844.0,inf
1845.0,inf
1846.0,inf
1847.0,inf
1848.0,inf
1849.0,inf
1850.0,inf
1851.0,inf
1852.0,inf
1853.0,inf
1854.0,inf
1855.0,inf
1856.0,inf
1857.0,inf
1858.0,inf
1859.0,inf
1860.0,inf
1861.0,inf
1862.0,inf
1863.0,inf
1864.0,inf
1865.0,inf
1866.0,inf
1867.0,inf
1868.0,inf
1869.0,inf
1870.0,inf
1871.0,inf
1872.0,inf
1873.0,inf
1874.0,inf
1875.0,inf
1876.0,inf
1877.0,inf
1878.0,inf
1879.0,inf
1880.0,inf
1881.0,inf
