Id,SalePrice
1460,11.699263576742819
1461,12.008803682340135
1462,12.097170705410818
1463,12.171942724219507
1464,12.131699208096736
1465,12.084721404947581
1466,12.05128514741168
1467,12.046109179792811
1468,12.08878006572047
1469,11.678479937455368
1470,12.181352725102704
1471,11.453998303598832
1472,11.518952125047209
1473,11.878106689411721
1474,11.874535623090322
1475,12.816144377684928
1476,12.475963521289874
1477,12.530126354925532
1478,12.48175353827307
1479,12.997696925430116
1480,12.706558783112753
1481,12.211815952174288
1482,12.028663008164227
1483,12.0286631418436
1484,12.11104872433152
1485,12.166220391655786
1486,12.748932714724619
1487,12.362429486939808
1488,12.208604546127921
1489,12.210425478434889
1490,12.144239822943806
1491,11.367989251360545
1492,12.077352543120108
1493,12.564574360833278
1494,12.575566360083274
1495,12.349910915867296
1496,12.12331655203601
1497,11.967563709384615
1498,11.966213636321177
1499,11.901158024073167
1500,12.07863016786942
1501,11.943753259956589
1502,12.684668024359409
1503,12.345095845882023
1504,12.296296105988635
1505,12.130728614381953
1506,12.405434158080187
1507,12.247576592623092
1508,12.002725738216903
1509,11.91319241387375
1510,11.849233635386447
1511,12.035258449527998
1512,11.930458634694462
1513,12.090044860591007
1514,12.053242264631297
1515,11.901198407877839
1516,12.017644173646525
1517,11.658791193581507
1518,12.302851455923813
1519,11.82608897989625
1520,11.820718341867956
1521,11.961211196331082
1522,11.629688063261343
1523,11.733719513996503
1524,11.70937309161576
1525,11.690845744038759
1526,11.505878500769173
1527,11.820224658466195
1528,11.888052831105274
1529,12.060261739824846
1530,11.548160107597456
1531,11.493424057876068
1532,11.874418479087568
1533,11.704167387078334
1534,11.962088326606432
1535,11.706235893663136
1536,11.1750849755606
1537,11.943252354294277
1538,12.106811323246866
1539,11.507916221820139
1540,11.92893992815625
1541,11.842847030290926
1542,12.350171295262832
1543,11.220292703387882
1544,11.535804379562247
1545,11.70017331671639
1546,11.747916862811284
1547,11.79270166553373
1548,11.584765628031265
1549,11.813922713723693
1550,11.728068907618017
1551,11.781591181291377
1552,11.851977854232993
1553,11.540672027285341
1554,12.125943550912982
1555,11.17937247721576
1556,11.714318522407014
1557,11.312442807487697
1558,11.599330813087844
1559,11.806108041165821
1560,11.966420868983368
1561,11.757706022901765
1562,11.678069692475217
1563,12.011510796039543
1564,11.903581046502142
1565,12.383205507911104
1566,11.253053633527465
1567,12.345615413109192
1568,11.81988825092236
1569,11.798689068387265
1570,11.614269079435063
1571,11.870729432986627
1572,12.422336909276355
1573,11.608295099802787
1574,12.115232278737984
1575,12.2776687870664
1576,12.14911002673237
1577,11.898940307755836
1578,11.920917245165784
1579,12.164018545531553
1580,11.890256805209384
1581,11.786385832365188
1582,12.730119493034577
1583,12.352611873865825
1584,11.859717061167732
1585,10.998125124185972
1586,11.59309034817381
1587,11.901690507088668
1588,11.524174102101815
1589,11.81721426506785
1590,11.584119579675752
1591,11.775335723447679
1592,11.770350078309598
1593,11.841583288357418
1594,11.709110784156733
1595,12.414789886225025
1596,12.073132451144977
1597,12.1670137672749
1598,12.014514316630352
1599,12.001382609184137
1600,10.972942523020146
1601,11.679587083759726
1602,11.351300840801239
1603,12.498916434451639
1604,12.408308060419301
1605,12.021362477627056
1606,11.892485838041114
1607,12.266305200376697
1608,12.152803168001507
1609,11.956165443053392
1610,11.807537946244436
1611,11.96973783407619
1612,11.950639063736688
1613,11.706751348335029
1614,11.3659870210813
1615,11.167946561716327
1616,11.34807117301665
1617,11.742666840705338
1618,11.835670234760514
1619,11.995309531680794
1620,11.874813478904409
1621,11.854942577541435
1622,12.718754014945997
1623,12.259250228487664
1624,11.739469837183867
1625,11.987500776452697
1626,12.146276222726263
1627,12.524997022117137
1628,12.084209616873844
1629,12.756953375810237
1630,12.258956972339679
1631,12.334680492644743
1632,12.081714267554265
1633,12.14050667695617
1634,12.09018686687374
1635,11.924835307511948
1636,12.16296610410155
1637,12.160660649484607
1638,12.093013415940945
1639,12.508531757760078
1640,12.081210936524519
1641,12.289076099520276
1642,12.309942761687228
1643,12.352575602183384
1644,12.168698307205712
1645,11.996416569408646
1646,11.948643949729375
1647,11.812801311887196
1648,11.851738782312133
1649,11.697477110337205
1650,11.67159171242598
1651,11.47975224652854
1652,11.54195726855639
1653,11.887242295978796
1654,11.898732460426254
1655,11.872813701948838
1656,11.934265964902554
1657,11.920527101549055
1658,11.936311915973704
1659,11.886267226873157
1660,13.097930348631856
1661,12.892460153746825
1662,12.858966201488363
1663,13.112757512154559
1664,12.633501494209202
1665,12.729592180107705
1666,12.908283131036987
1667,12.72258797550013
1668,12.594979088040608
1669,12.77260339388933
1670,12.527204219013996
1671,13.047629025074405
1672,12.60741783166624
1673,12.40818718002012
1674,12.145673329075533
1675,12.177745249869062
1676,12.314263266758847
1677,13.071497751402806
1678,12.857428531825876
1679,12.748325541895529
1680,12.355013100732732
1681,12.631191027815754
1682,12.105800673342682
1683,12.024055492069849
1684,12.048645013097234
1685,12.029436582348191
1686,12.076669513817679
1687,12.143984259384464
1688,12.14827620206037
1689,12.127152490487868
1690,12.112487092794577
1691,12.39679400867838
1692,12.075589056814799
1693,12.1154650792754
1694,12.039492011581562
1695,12.497065553946538
1696,12.058877699632134
1697,12.889253033304023
1698,12.635918767944162
1699,12.404648969758231
1700,12.487116072241776
1701,12.445421380858118
1702,12.444295679828729
1703,12.564327145133044
1704,12.286081579997017
1705,13.086140619689715
1706,12.264914377980544
1707,12.275916568004373
1708,12.475706224076973
1709,12.27137583919445
1710,12.411902418470557
1711,12.483679940258174
1712,12.449180280207933
1713,12.299729980723669
1714,12.1950330042462
1715,12.128327569738326
1716,12.063852151645435
1717,11.789602712323404
1718,12.20776693322026
1719,12.404451739726625
1720,11.995888197313521
1721,11.718652738728471
1722,11.964537339614617
1723,12.30887123151754
1724,12.388734427782996
1725,12.140263595289056
1726,11.973454443269663
1727,12.106859199760352
1728,12.000316488402905
1729,11.87250070565047
1730,11.707586708171819
1731,11.809381767977197
1732,11.608697433097205
1733,11.726028387853734
1734,11.82570192172584
1735,11.705103230231632
1736,12.74603998390274
1737,12.33270118388387
1738,12.498186522401465
1739,12.171688468537289
1740,12.177949340161215
1741,12.047958255692562
1742,12.074538358286024
1743,12.611251651739913
1744,12.331159026037822
1745,12.226702956035355
